character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Саулрэнит,Женский,19,Жрица,True,8,7,1728
Сауль де Наваретт,Мужской,18,ТорговецСкупщик,True,8,24,1729
Свальблод,Мужской,65,Бог войны свирепости и убийств,True,8,33,1730
Свана,Женский,33,Жрица,True,8,21,1731
Сванриге Тиршах,Мужской,46,Король Скеллиге (опционально),True,8,21,1732
Свен (Ведьмак 2),Мужской,67,Солдат,False,8,10,1733
Свен (Ведьмак 3),Мужской,40,Охотник,False,8,21,1734
Свен (Отец Гутлафа),Мужской,58,,True,8,21,1735
Свен Нелюдим,Мужской,59,Наездник,True,8,21,1736
Сверре,Мужской,40,ВоинКомандир дружины,True,8,21,1737
Сверс,Мужской,58,Рыцарь,False,8,8,1738
Святой Ансельм,Мужской,45,Проповедник,True,8,33,1739
Святой Григорий,Мужской,64,Инквизитор,True,8,33,1740
Себастьян ле Гофф,Мужской,31,Камергер,True,8,33,1741
Себемир,Мужской,67,Староста деревни,False,8,29,1742
Сегелин,Мужской,20,Дворянин,True,8,29,1743
Сегерим,Мужской,27,Охотник,True,11,33,1744
Седрик,Мужской,68,РемесленникТорговец,False,11,33,1745
Седрик (ведьмак),Мужской,46,Ведьмак,True,8,33,1746
Седрик Темерский,Мужской,56,Государственный деятель,True,8,29,1747
Селина,Женский,16,,False,8,33,1748
Селина (Банк Чианфанелли),Женский,29,Работница банка,True,8,33,1749
Селия ван Шаген,Женский,54,Дворянка,True,8,24,1750
Семья Вертц,X,55,,True,8,33,1751
Серафина,Женский,39,,True,8,33,1752
Сервадио,Мужской,46,Шпион,True,8,8,1753
Сержант Ардаль,Мужской,58,Заместитель БаронаВоеннослужащий,True,8,29,1754
Сержант Орел,Мужской,49,,True,8,33,1755
Серый гонец,Мужской,38,Гонец,True,8,15,1756
Серэ де Крайо,Женский,21,Баронесса,True,8,17,1757
Сесилия Белланте,Женский,40,Певица,False,8,33,1758
Сесиль Бурдон,Мужской,25,Городской староста,False,7,33,1759
Сестра Йорга,Женский,16,,True,8,21,1760
Сиверс,Мужской,67,Военнослужащий,False,8,33,1761
Сигвальд,Мужской,67,СектантВоин,True,8,21,1762
Сигвард Соня,Мужской,52,Воин,False,8,21,1763
Сигизмунд Глогер,Мужской,48,Археолог,False,8,24,1764
Сигизмунд Дийкстра,Мужской,63,ПреступникЛидер группировкиГосударственный деятель (ранее),False,8,24,1765
Сигрдрифа,Женский,45,Жрица,True,8,21,1766
Сигурд,Мужской,21,Кузнец (ученик),True,8,21,1767
Силас,Мужской,66,,True,8,33,1768
Сильвена,Женский,55,,True,8,20,1769
Сильвестер Амелло,Мужской,51,Купец,True,8,24,1770
Сильвестр Бугиардо,Мужской,20,УченыйПисатель,True,8,33,1771
Сильвия Анна,Женский,48,РазбойницаНаемница,False,8,33,1772
Симлас Финдабаир,Мужской,24,ЧародейAen Saevherne,True,11,33,1773
Симун Зяблик,Мужской,65,Преступник,False,8,21,1774
Синга,Женский,40,,False,8,21,1775
Синеглазая,Женский,40,Куртизанка,True,8,29,1776
Сирват,Мужской,16,Дворянин,False,8,22,1777
Сирисса,Женский,58,Воительница,True,8,33,1778
Скален Бурдон,Мужской,56,,False,7,33,1779
Скараб Тиссен,Мужской,33,Воин разбойник,True,8,12,1780
Скользкий Адриано,Мужской,22,ШпионХозяин борделя,True,8,24,1781
Скомлик,Мусжкой,15,Ловчий,False,8,33,1782
Скрытый,Мужской,22,Владыка вампиров Туссента,True,8,33,1783
Скульптор Ферко,Мужской,17,Убийца,True,7,33,1784
Скьёрдаль Друммонд,Мужской,50,Ярл,True,8,21,1785
Скьялль,Мужской,68,Ловец крабов,False,8,21,1786
Славко Атимштейн,Мужской,19,Учёный-естествовед,True,8,24,1787
Сладкая Аннеке,Женский,51,Проститутка,True,8,33,1788
Слепой Леон,Мужской,26,Криминальный авторитетКороль Нищих,True,8,33,1789
Слиздяк,Мужской,50,,True,8,33,1790
Смагор,Мужской,15,Крестьянин,True,8,29,1791
Смелая девочка,Женский,66,,True,8,29,1792
Собик,Мужской,64,Бандит,False,8,29,1793
Сове,Мужской,53,ВоинЯрл,True,8,21,1794
Солтыс Тихой деревни,Мужской,45,,True,8,33,1795
Сом,Мужской,67,БандитНаемник,False,8,33,1796
Сорель Дегерлунд,Мужской,53,Чародей,False,8,33,1797
Сотник,Мужской,64,Трактирщик,True,8,24,1798
Соф Бычара,Мужской,61,Кулачный боец,True,8,33,1799
София из Денесле,Женский,26,Дворянка,True,8,24,1800
Спьёрл,Мужской,38,,True,8,33,1801
Ставро,Мужской,56,Солдат,False,8,33,1802
Сталер,Мужской,20,Военнослужащий,True,8,10,1803
Стамка Старший,Мужской,36,Крестьянин,True,8,29,1804
Станка Моран,Женский,47,Мошенница,True,7,33,1805
Старичок-Лесовичок,Мужской,27,Отшельник,True,8,33,1806
Староста (Штейгеры),Мужской,61,Староста,False,8,29,1807
Староста Залипья,Мужской,54,Староста деревни,True,8,29,1808
Старшая Скарра,Женский,61,Солдат (в прошлом),True,8,8,1809
Старший друид,Мужской,58,Друид,True,8,33,1810
Старый кирпичник,Мужской,70,Кирпичник,True,8,29,1811
Стейнгрим,Мужской,62,Мародер,False,8,21,1812
Стелла Конгрев,Женский,62,Дворянка,False,8,8,1813
Стеннис,Мужской,46,ДворянинКороль (опционально),False,8,2,1814
Стефан Скеллен,Мужской,29,Коронер,False,8,8,1815
Стефан фон Эбергейд,Мужской,62,ЕгерьРыцарь,True,8,24,1816
Стибр,Мужской,64,,True,8,33,1817
Стиг из Довре,Мужской,32,Воин,False,8,21,1818
Стигвард,Мужской,48,Пират,False,8,21,1819
Стольник,Мужской,49,Стольник,True,8,33,1820
Страж,Мужской,61,Охранник,False,8,33,1821
Стран,Мужской,35,Преступник,False,8,33,1822
Сериал:Стрегобор,Мужской,21,Маг,True,8,12,1823
Стрегобор,Мужской,25,Чародей,True,8,33,1824
Стрегомир,Мужской,36,Старейшина,True,8,29,1825
Стрекоза,Женский,53,Ведьмачка,True,8,33,1826
Стукко Зангенис,Мужской,32,Чародей,True,8,33,1827
Суккуб (Ард Скеллиг),X,16,,True,8,33,1828
Суккуб (Боклер),Женский,40,,True,8,33,1829
Суккуб (Верген),X,32,,True,8,33,1830
Сукрус,Мужской,18,Наемник,True,8,21,1831
Сулик,Мужской,52,,False,8,27,1832
Сулимир,Мужской,43,Кожевник,True,8,33,1833
Сулирад,Мужской,60,Перевозчик,True,8,20,1834
Супри,X,49,,True,8,33,1835
Схоластика,Женский,42,,True,8,24,1836
Сын Водерика,Мужской,51,Государственный деятель,True,8,33,1837
Сын кузнеца,Мужской,41,Торговец,True,8,33,1838
Сьюста,Мужской,49,ПортнойЦирюльникКупец,True,8,21,1839
Сэвель,Женский,46,Партизан,True,11,33,1840
Сэнди Фрогмортон,Мужской,45,,True,9,33,1841
Сюзанна фон Эбнер,Женский,40,ДворянкаПоэтесса,True,8,24,1842
Та-Что-Знает,Женский,20,Ведьма,False,8,33,1843
Тааветти из Метинны,Мужской,26,ВоеннослужащийПалач,False,8,33,1844
Тавар Эггебрахт,Мужской,66,Квартирмейстр,True,8,8,1845
Тавик,Мужской,45,Бандит,False,8,33,1846
Тагнар,Мужской,55,Игрок в гвинт,True,7,33,1847
Тад,Мужской,63,БандитНаемник,False,8,33,1848
Таинственный торговец (персонаж),Мужской,68,Торговец,True,8,33,1849
Талер,Мужской,47,ШпионГосударственный деятель,False,8,29,1850
Талтон,Мужской,47,Кузнец,True,8,33,1851
Тальесин аэп Лывелин,Мужской,44,Странствующий рыцарьУчитель фехтования,True,8,8,1852
Тамара Стенгер,Женский,25,Инквизитор (?),True,8,29,1853
Тангеринка Хофмайер,Женский,33,,True,9,33,1854
Танкред Тиссен,Мужской,66,Государственный деятель,True,8,12,1855
Танте,Мужской,68,Моряк,True,8,21,1856
Тарвикс Сандовал,Мужской,26,Чародей,True,8,33,1857
Тарранд,Мужской,36,Государственный деятель,True,8,11,1858
Твердорук,Мужской,61,Головорез,True,8,33,1859
Твилла де Винтер,Женский,48,Маркиза,True,8,29,1860
Твилла де Винтре,Женский,62,Дворянка,True,8,29,1861
Теган,Мужской,60,Военнослужащий,True,8,15,1862
Текла (Проклятье воронов),Женский,15,,True,8,24,1863
Телери Дроухард,Мужской,17,БакалейщикСтаршина гильдии,True,8,33,1864
Теофиль Мария Роско,Мужской,17,,True,8,33,1865
Тереза Ляпен,Женский,70,Трактирщица,True,8,33,1866
Терх Луконян,Мужской,51,Купец,True,8,33,1867
Тибальт из Венгерберга,Мужской,61,Лучник,False,8,2,1868
Тиберий,Мужской,35,Монах,True,8,2,1869
Тибор Эггебрахт,Мужской,38,Военачальник,False,8,8,1870
Тиен'саэль,Мужской,20,КузнецМенестрель,False,11,33,1871
Тиль Эхрад,Мужской,27,РазведчикСолдат,True,11,33,1872
Тим Уззелл,Мужской,44,Игрок в гвинт,True,8,33,1873
Тиммон,Мужской,41,ВоинКузнец,True,8,21,1874
Тир,Мужской,46,Воин ярл,True,8,21,1875
Тиргви Тиршах,Мужской,23,ПиратВоин,True,8,21,1876
Тирсс,Мужской,23,ЧародейАлхимик,True,8,33,1877
Сериал:Тиссая де Врие,Женский,16,Чародейка,True,8,33,1878
Тиссая де Врие,Женский,50,ЧародейкаРектор академии,False,8,33,1879
Тит Гелас,Мужской,27,Наркоторговец,True,8,33,1880
Тит Сорока,Мужской,65,Подмастерье кузнеца,True,7,18,1881
Тихий Омут,Женский,29,Кулачный боецСтранствующий рыцарьДворянка,True,8,33,1882
Тициана Фреви,Женский,60,Двимеандра,True,8,33,1883
Тйолд,Мужской,61,Ведьмак,False,8,33,1884
Тобиас,Мужской,16,Стражник,False,8,15,1885
Тобиас Гофман,Мужской,70,Солтыс деревни,True,8,29,1886
Тодор,Мужской,22,Кузнец,True,8,33,1887
Толстая Берта,Женский,53,Проститутка (ранее),True,8,24,1888
Толстый Фред,Мужской,67,Кулачный боец,True,8,33,1889
Том Два Зуба,Мужской,52,Бандит,False,8,24,1890
Томас Моро,Мужской,57,ЧародейУченый,False,8,33,1891
Томил,Мужской,36,Беженец,False,8,29,1892
Томира,Женский,18,Травница,False,8,29,1893
Тонтон Зрога,Мужской,56,Боец,True,8,33,1894
Топин,Мужской,24,Солтыс,True,8,33,1895
Тор Пилигрим,Мужской,65,Воин,False,8,21,1896
Торак,Мужской,38,Кузнец рун,False,7,33,1897
Торгейр Красный,Мужской,19,ЯрлВоин,True,8,21,1898
Торговец реликвиями,Мужской,24,ТорговецСолдат (ранее),True,8,33,1899
Тордар,Мужской,44,Пират,False,8,21,1900
Торкве,Мужской,64,,True,8,33,1901
Торлейф,Мужской,69,Староста деревни,True,8,21,1902
Торм,Мужской,64,Дворянин,True,8,19,1903
Тормар,Мужской,17,Ярл,False,8,21,1904
Торрес вар Эмрейс,Мужской,52,Государственный деятель,True,8,8,1905
Торувьель,Женский,15,ПартизанВоеннослужащая (ранее),False,11,33,1906
Травник (Белый Сад),Мужской,33,Торговец,True,8,33,1907
Травница (Ведьмак),Женский,60,Торговец,True,8,33,1909
Трагээрн вар Вдыффир,Мужской,62,Эмиссар,True,8,8,1910
Трактирщик (Кудлатый Мишка),Мужской,43,Трактирщик,True,8,29,1911
Трактирщик Олаф,Мужской,30,Трактирщик,False,8,29,1912
Трактирщица («Фазанерия»),Женский,47,Трактирщица,True,8,33,1913
Трейсе,Мужской,62,ВедьмакРуководитель школы,False,8,33,1914
Трент,Мужской,24,Наемник,True,8,33,1915
Трентин,Мужской,52,Кузнец (мастер)Игрок в гвинт,True,8,33,1916
Три ведьмы,Женский,22,,True,8,33,1917
Тригли,Мужской,58,Рыбак,True,8,33,1918
Тринадцатый,Мужской,61,Солдат,False,8,29,1919
Сериал:Трисс Меригольд,Женский,22,Чародейка,True,8,29,1920
Трисс Меригольд,Женский,52,ЧародейкаСоветница Фольтеста,True,8,29,1921
Тройден,Мужской,20,Государственный деятель,True,8,24,1922
Троллиха из-под Вергена,Женский,47,,False,8,33,1923
Тролль из Флотзама,Мужской,55,,False,8,33,1924
Тролль из-под Вергена,Мужской,65,,False,8,33,1925
Трололо,Мужской,35,Военнослужащий,False,8,33,1926
Тубланк Мишеле,Мужской,70,Наемник,False,8,33,1927
Туве,Женский,35,,True,8,21,1928
Тугдуаль,Мужской,33,Чародей,True,8,33,1929
Тузек,Мужской,35,Кмет,True,8,33,1930
Тукай,Мужской,27,,True,8,33,1931
Тьостар Мудрый,Мужской,46,Староста деревни,False,8,21,1932
Тьялве,Мужской,43,,True,8,21,1933
Тэкла,Женский,70,Служба Хозяйкам Леса,True,8,29,1934
Тэя,Женский,68,Воительница,True,8,7,1935
Тюр,Мужской,24,АлхимикБиблиотекарь (ранее),False,8,33,1936
Убин Великий,Мужской,44,Конунг,True,8,21,1937
Уве (Пират),Мужской,66,Пират,False,8,21,1938
Уве Молчун,Мужской,39,Воин,True,8,21,1939
Угго,Мужской,18,Купец,True,8,33,1940
Удальрик,Мужской,28,Ярл,True,8,21,1941
Удер де Вингальт,Мужской,63,Помощник-адьютант,False,8,8,1942
Узурпатор,Мужской,51,Военный и государственный деятель,False,8,8,1943
Улле Неудачник,Мужской,29,Воин,True,8,21,1944
Улула,Женский,70,,True,8,21,1945
Ульве,Женский,52,Жрица,True,8,21,1946
Ульрих,Мужской,54,РыцарьВеликий Магистр,False,8,33,1947
Ульрих (Ведьмак 2),Мужской,17,РыцарьДворянин,True,8,10,1948
Ульф,Мужской,52,,False,8,21,1949
Ульф (Брат Рюрика),Мужской,35,Ловец крабов,False,8,21,1950
Ульф (Ведьмак 3),Мужской,44,Рыбак,True,8,21,1951
Ульф (Фареры),Мужской,68,Воин,False,8,21,1952
Ума,Мужской,41,,True,8,33,1953
Умник,Мужской,41,Контрабандист,True,8,24,1954
Управитель,Мужской,41,Страж,False,8,33,1955
Ухач,Мужской,70,КрысоловРемесленник,True,8,33,1956
Фабиан Мейер,Мужской,55,Плотник,False,7,18,1957
Фабий Гайл,Мужской,47,ИнквизиторПреступник,True,8,33,1958
Фабио Сахс,Мужской,65,Младший клерк,True,8,33,1959
Фабио Сахс Старший,X,70,,True,8,33,1960
Фабрицио,Мужской,51,Управляющий винодельнейДворянин,True,8,33,1961
Фаелар,Мужской,49,,True,11,33,1962
Фалас,Мужской,22,ЦиркачОружейник,True,8,33,1963
Фалибор,Мужской,43,Солдат,True,8,24,1964
Фальбесон,Мужской,44,Рыцарь,True,8,2,1965
Фальвик,Мужской,25,РыцарьДворянин,True,8,29,1966
Фалька,Женский,33,ДворянкаМятежница,False,8,24,1967
Фарамунд вар Койлиен,Мужской,51,Председатель трибунала,True,8,8,1968
Фарид,Мужской,51,Ученый,False,8,33,1969
Фаувэ,Женский,18,Воительница,True,8,33,1970
Фебус Равенга,Мужской,65,Трактирщик,True,8,11,1971
Федора Кранн,Женский,55,,True,7,33,1972
Феларт,Мужской,43,Дворянин,False,8,2,1973
Феликс Грубб,Мужской,16,Офицер,True,8,24,1974
Феликс Фавела,Мужской,35,Купец,False,7,33,1975
Фелиппе Калагранде,Мужской,38,Мелкий преступникКарточный шулерЭкскурсовод,False,8,24,1976
Фелиция Кори,Женский,20,ЧародейкаЦирюльник,False,8,33,1977
Фельдмаршал Дуб,Мужской,17,,True,8,33,1978
Фенн,Мужской,56,Солдат,False,8,29,1979
Фергус вар Эмрейс,Мужской,69,Государственный деятель,False,8,8,1980
Фергус Грем,X,19,Бронник (подмастерье)Торговец,True,7,33,1981
Ференс,Мужской,18,Оценщик недвижимостиCтраховщик,False,7,33,1982
Феркарт,Мужской,18,ЧародейСоветник короля,False,8,32,1983
Феррант де Леттенхоф,Мужской,66,Следователь,True,8,33,1984
Фетт де Амин,Мужской,17,РыцарьНаркоторговец,False,8,33,1985
Фиалка,Женский,66,,True,8,4,1986
Фиалка (Ведьмак 3),Женский,22,Проститутка,True,8,24,1987
Фиаметта из Цидариса,Женский,22,Королева,True,8,32,1988
Фиггин Боднар,Мужской,60,,True,7,33,1989
Фиггис Мерлуццо,Мужской,56,НаемникСолдатКузнец,True,7,33,1990
Филавандрель,Мужской,39,Советник королевыОдин из предводителей эльфов Синих гор (ранее),True,11,33,1991
Филиберт фон Виттен,Мужской,47,ПреступникЛидер бандыСтранствующий рыцарь (ранее),False,8,33,1992
Филип Стенгер,Мужской,16,Наместник ВеленаВоеннослужащий (ранее),False,8,29,1993
Филипп Ван Мурлегем,Мужской,16,Аристократ,True,8,33,1994
Филиппа Эйльхарт,Женский,57,ЧародейкаПолитический деятель,False,8,24,1995
Финнеас,Мужской,64,Игрок в гвинт,True,8,33,1996
Фиона,Женский,27,Королева,False,8,29,1997
Фиораванти,Мужской,31,,True,8,33,1998
Фиц-Остерлен (кадет),Мужской,17,Курсант,True,8,8,1999
Флавиус Мишеле,Мужской,28,Наемник,False,8,33,2000
Флинн Шельма,Мужской,44,Разбойник,True,8,33,2001
Флокет,Мужской,49,Наемник,False,8,33,2002
Флориан Веррье,Мужской,39,Дворянин,False,8,29,2003
Флоуренс Деланной,Мужской,64,ИсторикЯзыковед,False,8,33,2004
Фолан,Мужской,48,ВоинДружинник Хьялмара,False,8,21,2005
Фолкерт,Мужской,57,Ученик травника,False,9,33,2006
Фольтест,Мужской,29,Государственный деятель,False,8,29,2007
Фонс,Мужской,39,Преступник,False,8,24,2008
Форст Болин,Мужской,40,Убийца,False,8,33,2009
Форштеркранц,Женский,37,Аптекарша,True,8,33,2010
Франк,Мужской,23,Ведьмак,True,8,33,2011
Франклин Майерсдорф,Мужской,58,Пчеловод,True,9,33,2012
Франклин Хофмайер,Мужской,67,,True,9,33,2013
Франн,Женский,67,,True,8,32,2014
Франс Торквил,Мужской,48,Констебль,True,8,29,2015
Франсуа ле Гофф,Мужской,49,Странствующий рыцарь,False,8,33,2016
Франц,Мужской,63,Солдат,False,8,24,2017
Францеска Финдабаир,Женский,33,КоролеваЧародейка,True,11,33,2018
Франциск Бедлам,Мужской,52,Криминальный авторитетКороль Нищих,True,8,33,2019
Фрегеналь,Мужской,62,ДруидЧародей,True,8,33,2020
Фредефальк,Мужской,66,Князь,True,8,14,2021
Фредэгард,Мужской,65,,True,8,33,2022
Фрейксенет,Мужской,60,ВоеводаДворянин,True,8,5,2023
Фридрих из Оксенфурта,Мужской,60,Философ,True,8,24,2024
Фрик,Мужской,42,Солдат,False,8,24,2025
Сериал:Фрингилья Виго,Женский,31,Чародейка,True,8,8,2026
Фрингилья Виго,Женский,64,Чародейка,True,8,33,2027
Фритц,Мужской,31,Контрабандист,False,8,33,2028
Фритьоф,Мужской,35,ДруидВедермакар,True,8,21,2029
Фукусья,Женский,15,,True,8,33,2030
Фулько Артевельде,Мужской,58,Чиновник,True,8,27,2031
Фульмар,Мужской,60,Друид (?),True,8,21,2032
Фусон,Мужской,59,Сапожник,True,8,29,2033
Ффыон вар Гаернель,Мужской,58,Военнослужащий,False,8,8,2034
Фэнгиль,Мужской,41,ПартизанКомандир отряда,False,11,33,2035
Фэнне,Женский,33,,True,8,24,2036
Хаварт вар Моэхоэн,Мужской,57,Военачальник,True,8,8,2037
Хавьер Лемменс,Мужской,43,ШпионИнженер,False,8,8,2038
Хагмар,Мужской,26,,True,8,33,2039
Халимир из Черного Фридланда,Мужской,55,Рыцарь,False,8,33,2040
Халлар Бурый,Мужской,42,Разбойник,True,8,8,2041
Халлдис,Женский,27,,True,8,33,2042
Хальбьорн,Мужской,59,Воин,False,8,21,2043
Хамаль аль Данбали,Мужской,57,КупецКоллекционер оружияИгрок в гвинт,True,8,22,2044
Хаммонд,Мужской,24,ПреступникНаемникРаботорговец,False,8,21,2045
Харальд,Мужской,53,Старейшина деревни,False,8,21,2046
Харальд ан Крайт,Мужской,37,Конунг,True,8,21,2047
Харальд Горд,Мужской,23,Наемник,True,7,33,2048
Харальд Перопых,Мужской,39,Игрок в гвинт,True,8,33,2049
Харальд Собачья Морда,Мужской,32,ЯрлКорабельщик,True,8,21,2050
Харен Брогг,Мужской,43,Гавенкар,False,8,29,2051
Харлан Тзара,Мужской,24,ЧародейУчёный,False,8,33,2052
Хармонд,Мужской,24,Придворный шут,False,8,2,2053
Хасельквист,Мужской,64,Купец,True,8,33,2054
Хассо Планк,Мужской,68,,True,8,33,2055
Хегель Гроссбарт,Мужской,53,Разбойник,False,8,21,2056
Хейлин,Женский,44,,True,8,21,2057
Хеймдалль,Мужской,33,Воин,True,8,21,2058
Хеймо Кантор,Мужской,24,Убийца,False,8,33,2059
Хелена Колдуэлл,Женский,15,,True,8,16,2060
Хелоиза Тиссен,Женский,63,Дворянка,True,8,12,2061
Хельга,Женский,65,,True,8,33,2062
Хельма,Женский,22,Крестьянка,True,8,24,2063
Хельмер,Мужской,68,Крестьянин,True,8,15,2064
Хемминкс,Мужской,52,Ведьмак,False,8,33,2065
Хен Гедымдейт,Мужской,47,Чародей писательРектор академии[1],False,8,33,2066
Хенк,Мужской,47,Наемник,False,8,33,2067
Хенсельт,Мужской,41,Государственный деятель,False,8,10,2068
Херозa Фуэрте,Мужской,49,Наемный убийца,True,8,33,2069
Хикерен Коэн,Мужской,56,Кузнец,True,7,33,2070
Хильда,Женский,43,,False,8,21,2071
Хильдергарда Золсток,Женский,63,,True,8,29,2072
Химена де Сепульведа,Женский,63,,True,8,33,2073
Химке,Мужской,33,Разбойник,True,8,29,2074
Хирд,Мужской,24,КузнецУченик чародея,False,8,33,2075
Хиреадан,Мужской,30,Партизан,True,11,33,2076
Хиркья Друммонд,Женский,61,Воительница,True,8,21,2077
Хлоя Штиц,Женский,46,Преступница,False,8,8,2078
Хоббс Панкера,Мужской,15,Купец,True,8,33,2079
Хозяин Стрепта,Мужской,44,Лорд,True,8,33,2080
Хозяин таверны,Мужской,47,,True,8,33,2081
Холоферн Майерсдорф,Мужской,64,Пчеловод,True,9,33,2082
Холофернес,Мужской,19,,True,9,33,2083
Холофернес Хофмайер,Мужской,30,,True,9,33,2084
Хольгер Чернорук,Мужской,40,Ярл,True,8,21,2085
Хораб,Мужской,17,Солтыс Биндюги,True,8,33,2086
Хорват,Мужской,17,Дворянин,True,8,33,2087
Хорм Акерспаарк,Мужской,40,РыцарьДворянин,True,8,19,2088
Хорниц,Мужской,38,Бандит,False,8,33,2089
Хорст Борсоди,Мужской,36,Аукционер,False,8,24,2090
Хотспорн,Мужской,20,Купец,False,8,33,2091
Хочибор Пятка,Мужской,45,Налоговый инспектор,True,8,29,2092
Храсвельг,Мужской,39,,True,8,33,2093
Храт Камневзвар,Мужской,33,Корчмарь (?),True,7,18,2094
Хромой Гервин,Мужской,25,РазбойникНаемник (ранее),True,8,33,2095
Хуан Гуттьерес,Мужской,53,Наемник,True,8,33,2096
Хуан Пабло Вассермиллер,Мужской,47,Дворянин,True,8,34,2097
Хуберт,Мужской,48,Нищий,False,8,24,2098
Хуби,Мужской,21,,True,8,24,2099
Хурн,Мужской,57,,False,8,21,2100
Хьорт,Мужской,41,ДруидСоветник ярла,True,8,21,2101
Хьюго из Ривии,Мужской,57,Принц-консорт,True,8,33,2102
Хьялмар ан Крайт,Мужской,70,Воин Ярл клана (опционально)Конунг (опционально),False,8,21,2103
Цезарь Бильзен,Мужской,30,Бухгалтер,True,7,33,2104
Церан из Цинтры,Мужской,43,Король,True,8,33,2105
Церро,Женский,37,Королева,False,8,24,2106
Циния Хофмайер,Женский,41,,True,9,33,2107
Цинтия,Женский,43,ЧародейкаШпионка,False,8,8,2108
Цинтриец,Мужской,38,Дворянин (?)НаемникПреступник,False,8,33,2109
Сериал:Цири,Женский,19,Княжна,True,8,33,2110
Цири (Внучка Ярре),Женский,45,,True,8,33,2111
Цирилла,Женский,35,Ведьмачка или императрица (опционально),True,8,33,2112
Цирра из Цинтры,Женский,68,Королева,True,8,33,2113
Чемпион Чемпионов,Мужской,27,Кулачный боец,True,8,33,2114
Черный Богдан,Мужской,19,Наездник,True,8,29,2115
Черный кот и черный пес,X,61,Питомцы-компаньоны,True,8,33,2116
Чеслав,Мужской,30,,True,8,29,2117
Чеслав (Белый Сад),Мужской,58,Крестьянин,True,8,29,2118
Чехослав,Мужской,38,Староста деревни,False,8,24,2119
Чиаран аэп Деарб,Мужской,24,Партизан,True,11,33,2120
Чижик,Мужской,22,Арбалетчик,False,8,29,2121
Чилия,Женский,46,Жена солтыса,True,8,33,2122
Чиновница,Женский,19,Чиновница,True,8,29,2123
Чистильщик,Мужской,63,Чистильщик обуви,True,8,33,2124
Чоп,Мужской,68,Подмастерье кузнеца,True,8,33,2125
Ша,Женский,45,Королева,False,10,33,2126
Шани,Женский,33,МедикПреподаватель,False,8,24,2127
Шарль Ланзано,Мужской,48,,True,8,33,2128
Швабра,Мужской,35,Дворник,True,8,33,2129
Швайцер,Мужской,15,,False,8,33,2130
Швейцар («Клуб Мандрагора»),Мужской,68,Швейцар,True,8,33,2131
Шеала де Тансервилль,Женский,28,ЧародейкаСоветница королевы,False,8,14,2132
Шевлов,Мужской,17,НаемникСолдат (ранее),True,8,24,2133
Шеймус Хольт,Мужской,16,Наездник,True,8,24,2134
Шелдон Скаггс,Мужской,15,Военнослужащий,True,7,18,2135
Шептуха,Женский,46,Ведьма,False,8,33,2136
Шехтер,Мужской,55,Крестьянин,False,8,24,2137
Шиадаль,Женский,52,,True,11,33,2138
Шилярд Фиц-Эстерлен,Мужской,55,Дипломат,False,8,8,2139
Шимко,Мужской,68,,True,8,29,2140
Шимон Гилька,Мужской,50,Помощник Фьерабраса,True,8,33,2141
Ширру,Мужской,44,Убийца агент,False,8,33,2142
Шлиман,Мужской,40,Профессор археологии,True,8,33,2143
Шрёдингер,Мужской,51,Ведьмак,True,8,33,2144
Шрадер,X,48,,True,8,33,2145
Шрам,Мужской,26,БандитНаемник,False,8,33,2146
Штепан,Мужской,56,КорчмарьИгрок в гвинт,True,8,24,2147
Шут,Мужской,63,,True,8,33,2148
Шъееназ,Женский,68,,True,8,33,2149
Щук,Мужской,17,Бандит,False,8,29,2150
Щука,Мужской,30,ШпионРазведчик,False,8,33,2151
Щукобоб,Мужской,56,Воевода,True,8,33,2152
Эанна,Женский,23,Дворянка,False,8,17,2153
Эвальд Борсоди,Мужской,54,Преступник,False,8,24,2154
Эван,Мужской,69,,True,8,29,2155
Эван Гельвет,Мужской,59,Пристав,True,8,8,2156
Эвдора Брекенриггс,Женский,63,,True,7,18,2157
Эвелина Галло,Женский,22,Артистка циркаПрофессиональная воровка,True,11,33,2158
Эверден из Ринды,Мужской,65,,True,8,33,2159
Эверетт,Мужской,70,,True,8,29,2160
Эвермир,Мужской,68,,True,8,33,2161
Эвива вар Анагыд,Женский,22,Дворянка,True,8,33,2162
Эврен,Мужской,65,,False,6,33,2163
Эган,Мужской,33,ВедьмакНаёмный убийца,False,8,33,2164
Эгберт,Мужской,22,Инквизитор,False,8,24,2165
Эгиль,Мужской,35,Друид,True,8,21,2166
Эгир Рыбак,Мужской,21,Наездник,True,8,21,2167
Эгле,Женский,16,,False,8,24,2168
Эгмунд,Мужской,18,Дворянин,True,8,11,2169
Эгнар,Мужской,64,ВоинДружинник Хьялмара,False,8,21,2170
Эгон,Мужской,64,Государственный деятель,True,8,15,2171
Эдвин Лейстхем,Мужской,38,Рыцарь,True,8,10,2172
Эдвина Дуссарт,Женский,63,,True,8,33,2173
Эдгар,Мужской,60,Грабитель,False,8,29,2174
Эдмунд Бамблер,Мужской,28,Учёный-зоологПреподаватель,True,8,2,2175
Эдмунд Тиссен,Мужской,34,Дворянин,True,8,12,2176
Эдна вар Аттре,Женский,31,,True,8,8,2177
Эзехиль Хильдегард,Мужской,61,Исследователь,True,8,33,2178
Эитнэ,Женский,63,Лидер дриадПравитель Брокилона,True,8,33,2179
Эйвар Хаттори,Мужской,68,Мастер-оружейник,True,11,33,2180
