character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Нибрас,Мужской,41,ШпионСолдат,False,8,22,1400
Нив,Мужской,56,Государственный деятель,True,8,,1401
Нивеллен,Мужской,64,,True,8,,1402
Нидас,Мужской,63,Раубриттёр отшельник,True,8,29,1403
Ника,Мужской,39,Солдат (ранее),True,8,,1404
Никефор Муус,Женский,44,Баронесса,True,8,,1405
Никляр,Мужской,18,Чиновник,True,8,,1406
Нико Скаггс,Мужской,24,КметСолдат,False,7,,1407
Никодемус де Боот,Мужской,42,Бронник,True,8,,1408
Николай Цертоза,X,48,,True,8,,1409
Николас Фогль,Мужской,57,Художник,True,8,24,1410
Николас Фридман,Мужской,65,Учёный-биолог,False,8,24,1411
Нильс,Мужской,69,ВоеннослужащийКапитан стражи,True,8,21,1412
Нильфгаардка,Мужской,52,,False,8,8,1413
Нимир,Женский,42,Дворянка,True,8,,1414
Нимуэ,Мужской,67,Бандит,False,8,,1415
Нина,Женский,46,Чародейка,True,8,19,1416
Нина Фиораванти,Женский,49,Дворянка,True,8,,1417
Нино Чианфанелли,Женский,62,Чародейка,True,7,,1418
Нирка,Мужской,32,Банкир,True,8,,1419
Нисса,Женский,18,,True,11,,1420
Ниссаил,Женский,30,Артистка,True,11,,1421
Нитерт,Мужской,25,ФехтовальщикПоэт,True,8,24,1422
Нитраль,Мужской,66,Государственный деятель,True,11,,1423
Нищий,Мужской,63,ВоинОфицер (?)Чародей,False,8,,1424
Нищука,Мужской,56,Художник,True,8,24,1425
Новосад,Мужской,15,Наемник,True,8,,1426
Сериал:Ногорн,Мужской,49,,True,8,,1427
Ногорн,Мужской,40,Разбойник,True,8,,1428
Нолс,Мужской,25,Бандит,False,8,24,1429
Нора Вагнер,Мужской,38,Солдат,False,8,,1430
Норберт,X,17,,True,8,24,1431
Норберт фон Эбнер,Мужской,65,Солдат,True,8,24,1432
Норман Садор,Мужской,53,Философ,True,8,29,1433
Норрис,Мужской,31,Солдат,True,8,,1434
Норульф,Мужской,44,,True,8,21,1435
Носикамень,Мужской,65,Пират,True,8,,1436
Ньялль,Мужской,27,Стражник,True,8,21,1437
Ньялль (Фареры),Мужской,46,Рыбак,True,8,21,1438
Нэннеке,Мужской,32,,False,8,29,1439
Нюня,Женский,49,Настоятельница храма,True,8,,1440
Обри Младший,Женский,43,Проститутка,True,8,29,1441
Овайн аэп Кленвог,Мужской,69,Корнет,False,8,8,1442
Овейн из Повисса,Мужской,46,Посланник,False,8,13,1443
Овен,Мужской,31,Рыцарь,True,8,29,1444
Овсивуй,Мужской,63,Солдат,False,8,,1445
Огг Погг и Рогг,Мужский,52,Крестьянин,True,8,,1446
Огден,Мужской,42,,True,7,,1447
Огребок,Мужской,32,Кузнец,True,8,29,1448
Огюст Бенуа,Мужской,67,Бандит,False,8,,1449
Огюст Моннар,Мужской,29,Художник,True,8,,1450
Однорукий Адалар,Мужской,36,Предприниматель,False,8,,1451
Одо,Мужской,29,Мошенник,True,8,29,1452
Одолан,Мужской,34,,False,8,29,1453
Одрин,Мужской,15,Крестьянин,True,8,10,1454
Ойен,Мужской,43,БродягаСолдат (ранее),True,8,21,1455
Ойот Справедливый,Мужской,55,,True,8,19,1456
Ойсин,Мужской,53,Государственный деятель,True,8,15,1457
Оквист,Мужской,18,Военнослужащий,True,6,,1458
Октавия Гайл,Мужской,53,,True,8,,1459
Окультих,Женский,56,Инквизитор,True,8,29,1460
Олаф (Стражник),Мужской,61,Бандит,False,8,21,1461
Олаф (сын Ове),Мужской,68,Стражник,True,8,21,1462
Олаф Стигвасон,Мужской,35,,True,8,21,1463
Олек из Бан Глеана,Мужской,40,Воин,True,8,10,1464
Олена,Мужской,15,Ведьмак,True,10,,1465
Оливер,Женский,66,,True,8,24,1466
Оливье из Гулеты,Мужской,58,Корчмарь,False,8,2,1467
Оль Харшейм,Мужской,40,Ведьмак,True,8,,1468
Ольве,Мужской,39,Военнослужащий,True,8,21,1469
Ольга Ланге-Хааре,Мужской,15,,False,8,24,1470
Ольгерд (Бандит),Женский,16,Княгиня,True,8,24,1471
Ольгерд фон Эверек,Мужской,48,Бандит,False,8,24,1472
Ольсен,Мужской,39,ДворянинРаубриттерАтаман Реданской Вольной Компании,False,8,2,1473
Ольшан,Мужской,24,Таможенник,True,8,2,1474
Ондатр,Мужской,61,Жрец,False,8,,1475
Онезорг,Мужской,37,Торговый деятель,True,8,,1476
Онората фон Эверек,Мужской,15,Доктор,True,8,24,1477
Орвалл Ла Валетт,Женский,42,ДворянкаМеценат,False,8,29,1478
Оресс,Мужской,44,Государственный деятельДворянин,True,8,,1479
Орестесо Коппа,Мужской,60,,True,8,,1480
Ори Ройвен,Мужской,36,Убийца мародер,True,8,24,1481
Ориана,Мужской,37,Чистильщик обувиСекретарь (ранее),False,8,,1482
Орля,Женский,60,ДворянкаМеценат,False,8,,1483
Орм,Женский,68,,True,8,19,1484
Орнеста,Мужской,19,Дворянин,True,8,24,1485
Ортензио,Женский,34,,False,8,29,1486
Ортолан,Мужской,62,СолдатПартизан,True,8,,1487
Оружейник (Купеческий квартал),Мужской,36,ЧародейУчёный,False,8,,1488
Оружейник Ордена,Мужской,61,Торговец,True,8,,1489
Освин,Мужской,35,Кузнец,True,8,29,1490
Осмык,Мужской,17,Конюх,False,8,11,1491
Острик,Мужской,28,Государственный деятель,False,8,15,1492
Острит,Мужской,16,Крестьянин,False,8,29,1493
Остэрв,Мужской,29,Дворянин,False,8,,1494
Осужденный эльф,Мужской,20,Рабочий,True,11,,1495
Оська,Мужской,62,Партизан,True,8,,1496
Откелл,Мужской,67,,True,8,21,1497
Отригг ан Хиндар,Мужской,63,ВоинЯрл,True,8,21,1498
Отто Бамбер,Мужской,43,,False,9,,1499
Отто Дуссарт,Мужской,47,Травник,True,8,,1500
Отто Тиссен,Мужской,31,,True,8,12,1501
Отчаявшийся купец,Мужской,43,Дворянин,True,8,,1502
Отшельник,Мужской,57,Торговец,True,8,,1503
Офелия Ван Мурлегем,Мужской,56,ДруидТорговецДипломат (ранее),True,8,,1504
Официантка (Кудлатый Мишка),Женский,21,Аристократка,True,8,,1505
Охапк,Женский,32,Торговец,True,8,,1506
Охотник (Залипье),Мужской,51,Купец,True,8,,1507
Очко,Мужской,15,,True,8,,1508
Пётр Фарамонд,Мужской,45,БандитНаемник,False,8,8,1509
Пабло,Мужской,42,Архитектор,False,11,,1510
Пабло Саско,Мужской,18,Артист цирка,True,8,24,1511
Павел,Мужской,30,Танцор,False,8,29,1512
Паветта,Мужской,59,Бортник,True,8,33,1513
Павко Галье,Женский,42,Дворянка,False,8,,1514
Паломник,Мужской,61,Гавенкар,True,8,21,1515
Пальмерин де Лонфаль,Мужской,42,Паломник,True,8,,1516
Пандольфо Фортегерра,Мужской,17,ДворянинСтранствующий рыцарь,True,8,,1517
Панталон,Мужской,33,Писатель,True,8,,1518
Парлаги,Мужской,46,,True,8,,1519
Паромщик,Мужской,69,Купец,True,8,,1520
Пастух,Мужской,53,,True,8,,1521
Пат,Мужской,46,,True,8,29,1522
Пат Грубер,Мужской,57,Лучник,True,8,,1523
Патрик из Вейзе,Мужской,29,Букмекер,True,8,,1524
Патрик Лещина,Мужской,23,Рыцарь,False,8,24,1525
Патрис Людовик,Мужской,69,Игрок в гвинт,True,8,,1526
Патриция Вегельбуд,Мужской,60,Парикмахер,True,8,24,1527
Паулье Дальберг,Женский,58,Дворянка,False,7,18,1528
Пафнутий,Мужской,45,Наемник,False,8,,1529
Паштор,Мужской,48,Управляющий каменоломнейСтроительный бригадир,True,8,,1530
Певица («Кайры»),Мужской,27,Прислужник Дегерлунда,True,8,,1531
Пекарь,Женский,52,,True,8,,1532
Пеллегрин Мышастый,Мужской,57,Торговец,True,8,,1533
Пемпик,Мужской,24,ПреступникРостовщикЛидер банды,True,8,29,1534
Пенницвик,Мужской,26,Крестьянин,True,8,,1535
Перегрибок,Мужской,57,Бургомистр,True,8,,1536
Персиваль,Мужской,52,Казначей,True,8,,1537
Персиваль Шуттенбах,Мужской,48,Странствующий рыцарь,True,5,,1538
Персонажи (Ведьмак 2),Мужской,29,Ювелир,True,8,,1539
Петер,X,29,,True,8,29,1540
Петер из Неслухова,Мужской,25,,True,8,,1541
Петер Пий,Мужской,69,РыцарьБандит,False,8,21,1542
Петер Саар Гвинлеве,Мужской,21,,True,8,8,1543
Петер Эвертсен,Мужской,47,ВоеннослужащийКомандир гарнизонаКрестьянин (ранее),True,8,8,1544
Петри,Мужской,21,Военный и государственный деятель,False,8,,1545
Петру Коббин,Мужской,15,Чародей,True,8,,1546
Петтер,Мужской,20,Напарник Фиша,True,8,21,1547
Петунья Хильдебранд,Мужской,46,Рыбак,True,9,,1548
Петунья Хофмайер,Женский,35,,True,9,,1549
Петюх,Женский,44,,True,8,,1550
Пинастри,Мужской,60,,True,8,,1551
Пирал Пратт,Женский,36,Травница,False,8,,1552
Писарь,Мужской,42,Криминальный авторитет Керака,True,8,,1553
Писарь в Пассифлоре,Мужской,39,Писарь,True,8,24,1554
Плегмунд,Мужской,53,Писарь,True,8,,1555
Плотва,Мужской,20,Проповедник,True,8,,1556
Плохач,Женский,48,Ездовая лошадь,True,8,29,1557
Повар (Цена нейтралитета),Мужской,33,Лесоруб,True,7,,1558
Погробарк,Мужской,69,Торговец,True,8,,1559
Поквит,Мужской,53,Князь,True,8,,1560
Поликарп из Ринды,Мужской,60,Извозчик,True,8,24,1561
Полина,Мужской,23,Рыцарь,True,8,19,1562
Полли,Женский,49,Дворянка,True,8,24,1563
Полуэльфийка,Женский,45,Хореограф,True,8,,1564
Поль,Женский,65,,True,8,,1565
Польдик,Мужской,55,ГвардеецНадзиратель,True,8,,1566
Пондерик,Мужской,61,,False,8,,1567
Понт Дюбуа,Мужской,50,Государственный деятель,True,8,10,1568
Посвист,Мужской,16,Дворянин,True,8,,1569
Посол де Руйтер,Мужской,69,Сказитель,True,8,24,1570
Посол фон Хинн,Мужской,39,ПосолДворянин,True,8,8,1571
Пребен,Мужской,52,ДипломатИгрок в гвинт,True,8,29,1572
Преподобный,Мужской,40,Крестьянин,True,8,29,1573
Прибожек (Ард Скеллиг),Мужской,43,Жрец,False,8,,1574
Призрак в дереве,Женский,15,,True,8,,1575
Призрак игрока,Женский,41,,False,8,,1576
Призрак нильфгаардца,Мужской,63,Игрок в кости,True,8,8,1577
Примиславиус дон Стесс,Мужской,15,Солдат,False,8,29,1578
Примула,Мужской,68,Дворянин,True,8,,1579
Принц вар Аттре,Женский,68,,True,8,8,1580
Принц Воорхис,Мужской,23,Военачальник,False,8,8,1581
Присцилла,Мужской,66,Дворянин,True,8,12,1582
Прожжённый,Женский,20,БардАртист,True,8,,1583
Проксим,Мужской,17,,True,8,10,1584
Прометиций Шезлок,Мужской,70,Управляющий арены,True,8,,1585
Прорицатель,Мужской,42,ПреподавательУченый,False,8,29,1586
Пророк Лебеда,Мужской,52,ПрорицательИгрок в гвинт,True,8,,1587
Просперо Басти,Мужской,59,ЛекарьПророк,True,8,,1588
Профессор,Мужской,18,Наемник,True,8,,1589
Прохаська,Мужской,21,Наемник,False,8,,1590
Пруна,Мужской,36,Жрец,True,8,,1591
Пряха,Женский,54,Воспитанница храма Мелитэле,True,8,,1592
Пудлорак,Женский,66,Ведьма,False,8,,1593
Пукке,Мужской,22,Капитан шлюпа,True,8,21,1594
Путткаммер,Мужской,50,Пират,False,8,,1595
Пуцци,Мужской,19,Курсант,True,8,34,1596
Пьер,Мужской,53,Дворянин,True,8,,1597
Пьяная женщина (Оксенфурт),Мужской,24,Портной,True,8,,1598
Пьяный мужчина («Алхимия»),Женский,56,,True,8,,1599
Рёгнер из Эббинга,Мужской,44,,False,8,34,1600
Рётшильд,Мужской,44,Государственный деятель,False,8,,1601
Раванен Кимбольт,X,35,,True,8,29,1602
Равик,Мужской,66,Государственный деятельДворянин,True,8,24,1603
Рагбард из Элландера,Мужской,41,Карточный шулер,True,8,29,1604
Радгаст,Мужской,29,Принц-консортДворянин,True,8,,1605
Радея,Мужской,18,Преступник,True,8,22,1606
Радим,Женский,50,Придворная чародейкаДворянка,True,8,,1607
Радклифф,Мужской,50,Колесник,False,8,24,1608
Радко,Мужской,46,Чародей,False,8,29,1609
Радмир из Тор Карнедда,Мужской,55,Распорядитель скачек,True,8,,1610
Радовид I Великий,Мужской,37,Чародей,False,8,24,1611
Радовид II Мореход,Мужской,19,Государственный деятель,True,8,24,1612
Радовид III Смелый,Мужской,21,Государственный деятель,True,8,24,1613
Радовид IV Лысый,Мужской,34,Государственный деятель,True,8,24,1614
Радовид V Свирепый,Мужской,62,Государственный деятель,True,8,24,1615
Радовит II Смелый,Мужской,65,Государственный деятель,False,8,10,1616
Радомир,Мужской,37,Государственный деятель,True,8,24,1617
Разведчик Реим,Мужской,18,Священнослужитель,False,11,,1618
Раинфарн,Мужской,31,,True,8,33,1619
Райла,Мужской,69,Рыцарь,True,8,15,1620
Раймунд,Женский,29,Воительница наемница,False,8,,1621
Раймунд Гесслер,Мужской,42,Государственный деятель,False,7,,1622
Ральф Блюнден,Мужской,42,Торговец,True,8,,1623
Ральф Дубен,Мужской,19,Наемник,False,8,29,1624
Рам'зес Гор'тон,Мужской,33,Начальник стражи,True,11,,1625
Рамеро,Мужской,40,ЖрецКулинар,True,8,,1626
Рамон дю Лак,Мужской,64,Дворянин,True,8,,1627
Рамон из Гишона,Мужской,22,ДворянинСтранствующий рыцарьГосслужащий (ранее),False,8,,1628
Рамон Тырконнель,Мужской,54,Рыцарь,False,8,8,1629
Рамона Тиссен,Мужской,32,Военачальник,False,8,12,1630
Рамунд,Женский,30,Королева,True,8,21,1631
Рансант Альваро,Мужской,55,Друид,True,8,,1632
Расмунд Кволькье,Мужской,47,ЧародейПисатель,True,8,21,1633
Ратибор фон Эверек,Мужской,34,ВоинГребец[1],True,8,24,1634
Рафаэль де'Сюрманн,Мужской,17,РыцарьДворянинВоеннослужащий (ранее),True,8,,1635
Раффар Белый,Мужской,31,Чиновник,True,8,,1636
Реган Дальберг,Мужской,56,ЧародейГосударственный деятель,True,7,18,1637
Регинальд,Мужской,58,Наемник,False,8,,1638
Рееф,Мужской,69,Государственный деятель,False,8,8,1639
Режинальд де Обрэ,Мужской,32,РазбойникСолдат (ранее),False,8,,1640
Рейеан,Мужской,65,АрхитекторМузыкант,True,8,,1641
Реймонд Марлоу,Мужской,30,Чародей,False,8,,1642
Рейнард Одо,Мужской,35,Детектив,False,8,15,1643
Рейнарт де Буа-Фресне,Мужской,41,Военный и государственный деятель,False,8,,1644
Ремесленник,Мужской,16,Странствующий рыцарь,False,8,,1645
Реми Виллерой,X,48,,True,8,,1646
Ремиз,Мужской,16,Чародей,False,8,8,1647
Рен Грувер,Мужской,24,Слуга рыцаря,False,7,,1648
Реннес,Мужской,16,Скоята'эль,False,8,,1649
Ренуальд аэп Матсен,Мужской,48,ВедьмакРуководитель школы,False,8,8,1650
Ренфри,Мужской,50,Военнослужащий,False,8,14,1651
Сериал:Ренфри,Женский,41,РазбойницаДворянка (ранее),False,8,14,1652
Рестиф де Монтолон,Женский,32,КняжнаРазбойница,True,8,8,1653
Рец де Меллис-Сток,Мужской,62,ИсторикПисатель,True,8,8,1654
Рианнон,Мужской,22,Военачальник,False,8,,1655
Рианнон (Ведьмак 2),Женский,47,Королева,False,11,,1656
Рив,Женский,42,Торговец,False,8,,1657
Ригоберта из Лирии,Мужской,37,Кулачный боец,True,8,15,1658
Риенс,Женский,69,Королева,True,8,,1659
Рико Майерсдорф,Мужской,46,Чародей шпион,False,9,,1660
Риоган Бессмертный,Мужской,62,ШпионИнформатор,True,8,21,1661
Риордаин,Мужской,61,Пират,False,11,,1662
Рис,Мужской,38,ПартизанВоеннослужащий,False,8,,1663
Риспат Ля Пуант,Мужской,44,Ведьмак,False,8,,1664
Рита Шапочка,Мужской,64,Военнослужащий,False,8,29,1665
Рихтер,Женский,32,Официантка,False,8,,1666
Рицци Мишеле,Мужской,45,Головорез,True,8,,1667
Роб,Мужской,34,Наемник,False,8,16,1668
Робен,Мужской,66,Крестьянин,True,8,9,1669
Роберт II Гаррамонский,Мужской,67,Псарь,True,8,29,1670
Роберт Гаррамонский,мужской,33,Дворянин,True,8,29,1671
Роберт де Мер,Мужской,47,ВоеначальникДворянин,False,8,,1672
Роберт Пильх,Мужской,43,Дворянин (?),True,8,,1673
Робин Андерида,Мужской,61,Солдат,False,8,,1674
Ровен,Мужской,48,Художник,True,8,,1675
Родаллег Пурпурный,Мужской,39,,True,8,,1676
Родерик,Мужской,70,Чародей,True,8,29,1677
Родерик де Ветт,Мужской,32,Дворянин охотник,True,8,,1678
Родерик де Новембр,Мужской,37,ДворянинРыцарь,False,8,,1679
Родерик из Дун Тынне,X,46,,True,8,,1680
Роджер Камэни,Мужской,30,Дворянин,True,8,29,1681
Родольф Казмер,Мужской,25,ВоеннослужащийДворянин,False,7,,1682
Роже Пей,Мужской,64,Купец-оружейникКонтрабандистВоеннослужащий (ранее),True,8,,1683
Роза вар Аттре,Мужской,46,Государственный деятель,True,8,8,1684
Розалинда,Женский,51,,True,8,,1685
Розалинда Панкера,Женский,69,,True,8,29,1686
Рокко Хильдебранд,Женский,18,,True,9,,1687
Рокстрид,Мужской,48,,True,8,,1688
Роланд Блейнхейм,Мужской,49,,True,8,,1689
Роланд де Флакфицер,Мужской,19,БандитНаркобарон,False,8,,1690
Рольф,Мужской,52,Куратор искусств и коллекций,True,8,21,1691
Роммер,Мужской,34,Воин,False,8,24,1692
Ромэн,Мужской,53,НаездникДворянин,True,8,,1693
Ронвид из Малого Лога,Мужской,46,,True,8,29,1694
Ропп,Мужской,38,Рыцарь,False,8,,1695
Рори,Мужской,22,Капитан стражи,True,8,21,1696
Ростан Муггс,Мужской,31,Воин,True,7,18,1697
Росэн,Мужской,35,Курьер,True,8,8,1698
Ротан,Мужской,26,Солдат (раньше)Фермер[1],False,8,29,1699
Рудигер,Мужской,68,,False,8,19,1700
Рудольф Валарис,Мужской,60,Дворянин,True,8,,1701
Рудольф де Йонкер,Мужской,39,Великий Магистр Ордена,True,8,24,1702
Руиз Доррит,Мужской,35,Банкир,True,7,,1703
Рулле Аспен,Мужской,60,Художник,True,8,24,1704
Румплестельт,Мужской,66,Торговец,True,5,,1705
Румцайс,Мужской,16,,True,7,,1706
Рундурин,Мужской,64,Разбойник,True,7,,1707
Руперт,Мужской,27,Кузнец,True,8,,1708
Руперт (Башня ласточки),Мужской,22,,True,8,,1709
Руфус,Мужской,67,,True,8,24,1710
Рыбак,Мужской,55,Офицер,False,8,,1711
Рыбожор,Мужской,37,,True,8,29,1712
Рыд,Мужской,59,РыбакКулачный боец,True,8,13,1713
Рюрик,Мужской,16,Король,False,8,21,1714
Сабрина Глевиссиг,Мужской,18,Ученик лодочного мастера,True,8,10,1715
Сериал:Сабрина Глевиссиг,Женский,50,ЧародейкаСоветница короля,False,8,,1716
Саволла,Женский,22,Чародейка,True,8,,1717
Садовник,Мужской,47,Чародей,False,8,,1718
Сальма,Мужской,20,СадовникНаемник (ранее),True,8,,1719
Самбор,X,44,,True,8,10,1720
Самбук,Мужской,43,ТорговецЦирюльник,True,8,,1721
Самогрыз,Мужской,46,Правитель,True,8,,1722
Самса,Мужской,58,,True,8,,1723
Санта-ведьмус,Мужской,21,Головорез,False,8,,1724
Санция из Соддена,Мужской,66,,True,8,27,1725
Сара,Женский,31,Королева,True,8,,1726
Саския,Женский,29,,True,6,,1727
Саулрэнит,Женский,19,ВоительницаКоролева,False,8,7,1728
Сауль де Наваретт,Женский,31,Жрица,True,8,24,1729
Свальблод,Мужской,59,ТорговецСкупщик,True,8,,1730
Свана,Мужской,65,Бог войны свирепости и убийств,True,8,21,1731
Сванриге Тиршах,Женский,38,Жрица,True,8,21,1732
Свен (Ведьмак 2),Мужской,66,Король Скеллиге (опционально),True,8,10,1733
Свен (Ведьмак 3),Мужской,69,Солдат,False,8,21,1734
Свен (Отец Гутлафа),Мужской,63,Охотник,False,8,21,1735
Свен Нелюдим,Мужской,67,,True,8,21,1736
Сверре,Мужской,69,Наездник,True,8,21,1737
Сверс,Мужской,43,ВоинКомандир дружины,True,8,8,1738
Святой Ансельм,Мужской,31,Рыцарь,False,8,,1739
Святой Григорий,Мужской,30,Проповедник,True,8,,1740
Себастьян ле Гофф,Мужской,68,Инквизитор,True,8,,1741
Себемир,Мужской,55,Камергер,True,8,29,1742
Сегелин,Мужской,34,Староста деревни,False,8,29,1743
Сегерим,Мужской,19,Дворянин,True,11,,1744
Седрик,Мужской,55,Охотник,True,11,,1745
Седрик (ведьмак),Мужской,69,РемесленникТорговец,False,8,,1746
Седрик Темерский,Мужской,69,Ведьмак,True,8,29,1747
Селина,Мужской,21,Государственный деятель,True,8,,1748
Селина (Банк Чианфанелли),Женский,52,,False,8,,1749
Селия ван Шаген,Женский,16,Работница банка,True,8,24,1750
Семья Вертц,Женский,51,Дворянка,True,8,,1751
Серафина,X,70,,True,8,,1752
Сервадио,Женский,63,,True,8,8,1753
Сержант Ардаль,Мужской,67,Шпион,True,8,29,1754
Сержант Орел,Мужской,61,Заместитель БаронаВоеннослужащий,True,8,,1755
Серый гонец,Мужской,48,,True,8,15,1756
Серэ де Крайо,Мужской,40,Гонец,True,8,17,1757
Сесилия Белланте,Женский,70,Баронесса,True,8,,1758
Сесиль Бурдон,Женский,49,Певица,False,7,,1759
Сестра Йорга,Мужской,65,Городской староста,False,8,21,1760
Сиверс,Женский,33,,True,8,,1761
Сигвальд,Мужской,23,Военнослужащий,False,8,21,1762
Сигвард Соня,Мужской,39,СектантВоин,True,8,21,1763
Сигизмунд Глогер,Мужской,44,Воин,False,8,24,1764
Сигизмунд Дийкстра,Мужской,26,Археолог,False,8,24,1765
Сигрдрифа,Мужской,68,ПреступникЛидер группировкиГосударственный деятель (ранее),False,8,21,1766
Сигурд,Женский,19,Жрица,True,8,21,1767
Силас,Мужской,31,Кузнец (ученик),True,8,,1768
Сильвена,Мужской,32,,True,8,20,1769
Сильвестер Амелло,Женский,44,,True,8,24,1770
Сильвестр Бугиардо,Мужской,33,Купец,True,8,,1771
Сильвия Анна,Мужской,23,УченыйПисатель,True,8,,1772
Симлас Финдабаир,Женский,42,РазбойницаНаемница,False,11,,1773
Симун Зяблик,Мужской,50,ЧародейAen Saevherne,True,8,21,1774
Синга,Мужской,45,Преступник,False,8,21,1775
Синеглазая,Женский,66,,False,8,29,1776
Сирват,Женский,15,Куртизанка,True,8,22,1777
Сирисса,Мужской,16,Дворянин,False,8,,1778
Скален Бурдон,Женский,29,Воительница,True,7,,1779
Скараб Тиссен,Мужской,63,,False,8,12,1780
Скользкий Адриано,Мужской,46,Воин разбойник,True,8,24,1781
Скомлик,Мужской,70,ШпионХозяин борделя,True,8,,1782
Скрытый,Мусжкой,16,Ловчий,False,8,,1783
Скульптор Ферко,Мужской,41,Владыка вампиров Туссента,True,7,,1784
Скьёрдаль Друммонд,Мужской,35,Убийца,True,8,21,1785
Скьялль,Мужской,44,Ярл,True,8,21,1786
Славко Атимштейн,Мужской,25,Ловец крабов,False,8,24,1787
Сладкая Аннеке,Мужской,42,Учёный-естествовед,True,8,,1788
Слепой Леон,Женский,42,Проститутка,True,8,,1789
Слиздяк,Мужской,62,Криминальный авторитетКороль Нищих,True,8,,1790
Смагор,Мужской,70,,True,8,29,1791
Смелая девочка,Мужской,60,Крестьянин,True,8,29,1792
Собик,Женский,18,,True,8,29,1793
Сове,Мужской,35,Бандит,False,8,21,1794
Солтыс Тихой деревни,Мужской,63,ВоинЯрл,True,8,,1795
Сом,Мужской,60,,True,8,,1796
Сорель Дегерлунд,Мужской,64,БандитНаемник,False,8,,1797
Сотник,Мужской,55,Чародей,False,8,24,1798
Соф Бычара,Мужской,59,Трактирщик,True,8,,1799
София из Денесле,Мужской,66,Кулачный боец,True,8,24,1800
Спьёрл,Женский,31,Дворянка,True,8,,1801
Ставро,Мужской,54,,True,8,,1802
Сталер,Мужской,25,Солдат,False,8,10,1803
Стамка Старший,Мужской,64,Военнослужащий,True,8,29,1804
Станка Моран,Мужской,44,Крестьянин,True,7,,1805
Старичок-Лесовичок,Женский,64,Мошенница,True,8,,1806
Староста (Штейгеры),Мужской,63,Отшельник,True,8,29,1807
Староста Залипья,Мужской,59,Староста,False,8,29,1808
Старшая Скарра,Мужской,17,Староста деревни,True,8,8,1809
Старший друид,Женский,51,Солдат (в прошлом),True,8,,1810
Старый кирпичник,Мужской,19,Друид,True,8,29,1811
Стейнгрим,Мужской,55,Кирпичник,True,8,21,1812
Стелла Конгрев,Мужской,55,Мародер,False,8,8,1813
Стеннис,Женский,30,Дворянка,False,8,2,1814
Стефан Скеллен,Мужской,50,ДворянинКороль (опционально),False,8,8,1815
Стефан фон Эбергейд,Мужской,60,Коронер,False,8,24,1816
Стибр,Мужской,66,ЕгерьРыцарь,True,8,,1817
Стиг из Довре,Мужской,42,,True,8,21,1818
Стигвард,Мужской,15,Воин,False,8,21,1819
Стольник,Мужской,26,Пират,False,8,,1820
Страж,Мужской,66,Стольник,True,8,,1821
Стран,Мужской,42,Охранник,False,8,,1822
Сериал:Стрегобор,Мужской,56,Преступник,False,8,12,1823
Стрегобор,Мужской,34,Маг,True,8,,1824
Стрегомир,Мужской,44,Чародей,True,8,29,1825
Стрекоза,Мужской,69,Старейшина,True,8,,1826
Стукко Зангенис,Женский,50,Ведьмачка,True,8,,1827
Суккуб (Ард Скеллиг),Мужской,59,Чародей,True,8,,1828
Суккуб (Боклер),X,44,,True,8,,1829
Суккуб (Верген),Женский,55,,True,8,,1830
Сукрус,X,61,,True,8,21,1831
Сулик,Мужской,59,Наемник,True,8,27,1832
Сулимир,Мужской,59,,False,8,,1833
Сулирад,Мужской,23,Кожевник,True,8,20,1834
Супри,Мужской,32,Перевозчик,True,8,,1835
Схоластика,X,27,,True,8,24,1836
Сын Водерика,Женский,50,,True,8,,1837
Сын кузнеца,Мужской,34,Государственный деятель,True,8,,1838
Сьюста,Мужской,17,Торговец,True,8,21,1839
Сэвель,Мужской,63,ПортнойЦирюльникКупец,True,11,,1840
Сэнди Фрогмортон,Женский,44,Партизан,True,9,,1841
Сюзанна фон Эбнер,Мужской,62,,True,8,24,1842
Та-Что-Знает,Женский,59,ДворянкаПоэтесса,True,8,,1843
Тааветти из Метинны,Женский,56,Ведьма,False,8,,1844
Тавар Эггебрахт,Мужской,24,ВоеннослужащийПалач,False,8,8,1845
Тавик,Мужской,28,Квартирмейстр,True,8,,1846
Тагнар,Мужской,17,Бандит,False,7,,1847
Тад,Мужской,33,Игрок в гвинт,True,8,,1848
Таинственный торговец (персонаж),Мужской,44,БандитНаемник,False,8,,1849
Талер,Мужской,65,Торговец,True,8,29,1850
Талтон,Мужской,53,ШпионГосударственный деятель,False,8,,1851
Тальесин аэп Лывелин,Мужской,58,Кузнец,True,8,8,1852
Тамара Стенгер,Мужской,28,Странствующий рыцарьУчитель фехтования,True,8,29,1853
Тангеринка Хофмайер,Женский,53,Инквизитор (?),True,9,,1854
Танкред Тиссен,Женский,70,,True,8,12,1855
Танте,Мужской,60,Государственный деятель,True,8,21,1856
Тарвикс Сандовал,Мужской,58,Моряк,True,8,,1857
Тарранд,Мужской,56,Чародей,True,8,11,1858
Твердорук,Мужской,60,Государственный деятель,True,8,,1859
Твилла де Винтер,Мужской,43,Головорез,True,8,29,1860
Твилла де Винтре,Женский,53,Маркиза,True,8,29,1861
Теган,Женский,17,Дворянка,True,8,15,1862
Текла (Проклятье воронов),Мужской,34,Военнослужащий,True,8,24,1863
Телери Дроухард,Женский,49,,True,8,,1864
Теофиль Мария Роско,Мужской,26,БакалейщикСтаршина гильдии,True,8,,1865
Тереза Ляпен,Мужской,69,,True,8,,1866
